order_id,order_date,item_code,quantity,customer_code,staff_id
ODR000144,25/01/2024,PRD0001,2,11128,174
ODR000145,25/01/2024,PRD0001,1,11129,228
ODR000146,26/01/2024,PRD0004,1,11130,273
ODR000146,26/01/2024,PRD0011,1,11130,273
ODR000146,26/01/2024,PRD0008,1,11130,273
ODR000146,26/01/2024,PRD0017,1,11130,273
ODR000146,26/01/2024,PRD0010,6,11130,273
ODR000147,26/01/2024,PRD0001,1,11131,293
ODR000148,26/01/2024,PRD0001,1,11132,293
ODR000149,26/01/2024,PRD0004,1,11133,293
ODR000149,26/01/2024,PRD0011,1,11133,293
ODR000149,26/01/2024,PRD0008,1,11133,293
ODR000149,26/01/2024,PRD0007,1,11133,293
ODR000149,26/01/2024,PRD0010,6,11133,293
ODR000150,26/01/2024,PRD0012,1,11134,288
ODR000151,26/01/2024,PRD0055,1,11135,293
ODR000151,26/01/2024,PRD0026,1,11135,293
ODR000151,26/01/2024,PRD0012,1,11135,293
ODR000151,26/01/2024,PRD0048,1,11135,293
ODR000151,26/01/2024,PRD0027,1,11135,293
ODR000152,26/01/2024,PRD0004,1,11136,293
ODR000152,26/01/2024,PRD0011,1,11136,293
ODR000152,26/01/2024,PRD0008,1,11136,293
ODR000152,26/01/2024,PRD0007,1,11136,293
ODR000152,26/01/2024,PRD0010,6,11136,293
ODR000153,27/01/2024,PRD0004,1,11137,293
ODR000154,27/01/2024,PRD0014,1,11138,273
ODR000155,27/01/2024,PRD0034,1,11139,273
ODR000156,26/01/2024,PRD0044,1,11140,228
ODR000156,26/01/2024,PRD0015,1,11140,228
ODR000156,26/01/2024,PRD0041,2,11140,228
ODR000156,26/01/2024,PRD0030,1,11140,228
ODR000156,26/01/2024,PRD0011,1,11140,228
ODR000156,26/01/2024,PRD0010,6,11140,228
ODR000156,26/01/2024,PRD0007,1,11140,228
ODR000156,26/01/2024,PRD0008,1,11140,228
ODR000157,26/01/2024,PRD0040,1,11141,122
ODR000157,26/01/2024,PRD0001,1,11141,122
ODR000157,26/01/2024,PRD0030,1,11141,122
ODR000157,26/01/2024,PRD0044,1,11141,122
ODR000157,26/01/2024,PRD0041,1,11141,122
ODR000158,27/01/2024,PRD0014,1,11142,280
ODR000159,27/01/2024,PRD0004,1,11143,273
ODR000159,27/01/2024,PRD0011,1,11143,273
ODR000159,27/01/2024,PRD0017,1,11143,273
ODR000159,27/01/2024,PRD0008,1,11143,273
ODR000159,27/01/2024,PRD0010,5,11143,273
ODR000160,27/01/2024,PRD0001,1,11144,293
ODR000160,27/01/2024,PRD0001,1,11144,293
ODR000160,27/01/2024,PRD0021,1,11144,293
ODR000155,27/01/2024,PRD0011,1,11139,273
ODR000155,27/01/2024,PRD0017,1,11139,273
ODR000155,27/01/2024,PRD0008,1,11139,273
ODR000161,27/01/2024,PRD0040,1,11145,174
ODR000162,27/01/2024,PRD0014,1,11142,280
ODR000163,27/01/2024,PRD0014,1,11142,280
ODR000163,27/01/2024,PRD0011,1,11142,280
ODR000163,27/01/2024,PRD0007,1,11142,280
ODR000163,27/01/2024,PRD0008,1,11142,280
ODR000163,27/01/2024,PRD0010,6,11142,280
ODR000164,27/01/2024,PRD0056,1,11107,35
ODR000161,27/01/2024,PRD0001,1,11145,174
ODR000161,27/01/2024,PRD0044,1,11145,174
ODR000161,27/01/2024,PRD0030,1,11145,174
ODR000161,27/01/2024,PRD0041,2,11145,174
ODR000165,27/01/2024,PRD0039,1,11146,232
ODR000166,27/01/2024,PRD0035,1,11147,232
ODR000167,28/01/2024,PRD0057,1,11148,234
ODR000168,28/01/2024,PRD0013,1,11149,273
ODR000169,28/01/2024,PRD0004,1,11150,273
ODR000169,28/01/2024,PRD0014,1,11150,273
ODR000169,28/01/2024,PRD0011,1,11150,273
ODR000169,28/01/2024,PRD0017,1,11150,273
ODR000169,28/01/2024,PRD0008,1,11150,273
ODR000170,28/01/2024,PRD0001,1,11151,293
ODR000171,28/01/2024,PRD0004,1,11152,273
ODR000172,28/01/2024,PRD0021,1,11153,160
ODR000172,28/01/2024,PRD0016,3,11153,160
ODR000172,28/01/2024,PRD0011,1,11153,160
ODR000172,28/01/2024,PRD0017,1,11153,160
ODR000173,27/01/2024,PRD0004,1,11154,288
ODR000173,27/01/2024,PRD0011,1,11154,288
ODR000173,27/01/2024,PRD0017,1,11154,288
ODR000173,27/01/2024,PRD0008,1,11154,288
ODR000174,27/01/2024,PRD0004,1,11155,232
ODR000175,27/01/2024,PRD0001,1,11156,232
ODR000175,27/01/2024,PRD0023,1,11156,232
ODR000175,27/01/2024,PRD0017,1,11156,232
ODR000175,27/01/2024,PRD0020,1,11156,232
ODR000175,27/01/2024,PRD0025,6,11156,232
ODR000175,27/01/2024,PRD0010,6,11156,232
ODR000168,28/01/2024,PRD0004,1,11149,273
ODR000172,28/01/2024,PRD0008,1,11153,160
ODR000172,28/01/2024,PRD0010,6,11153,160
ODR000176,28/01/2024,PRD0033,1,11157,234
ODR000176,28/01/2024,PRD0035,1,11157,234
ODR000176,28/01/2024,PRD0021,1,11157,234
ODR000176,28/01/2024,PRD0013,1,11157,234
ODR000176,28/01/2024,PRD0058,1,11157,234
ODR000176,28/01/2024,PRD0057,1,11157,234
ODR000177,28/01/2024,PRD0057,1,11148,234
ODR000178,28/01/2024,PRD0032,1,11158,122
ODR000178,28/01/2024,PRD0009,1,11158,122
ODR000178,28/01/2024,PRD0006,1,11158,122
ODR000179,28/01/2024,PRD0051,1,11159,122
ODR000180,28/01/2024,PRD0039,1,11160,122
ODR000181,27/01/2024,PRD0001,1,11161,228
ODR000180,28/01/2024,PRD0039,1,11160,122
ODR000180,28/01/2024,PRD0003,1,11160,122
ODR000180,28/01/2024,PRD0059,1,11160,122
ODR000180,28/01/2024,PRD0026,1,11160,122
ODR000182,28/01/2024,PRD0049,1,11162,160
ODR000182,28/01/2024,PRD0037,1,11162,160
ODR000182,28/01/2024,PRD0016,1,11162,160
ODR000182,28/01/2024,PRD0016,1,11162,160
ODR000182,28/01/2024,PRD0016,1,11162,160
ODR000183,29/01/2024,PRD0002,1,11163,280
ODR000183,29/01/2024,PRD0015,1,11163,280
ODR000184,29/01/2024,PRD0001,1,11164,174
ODR000185,30/01/2024,PRD0040,1,11141,122
ODR000185,30/01/2024,PRD0001,1,11141,122
ODR000185,30/01/2024,PRD0030,1,11141,122
ODR000185,30/01/2024,PRD0044,1,11141,122
ODR000185,30/01/2024,PRD0041,1,11141,122
ODR000186,30/01/2024,PRD0040,1,11046,122
ODR000186,30/01/2024,PRD0001,1,11046,122
ODR000186,30/01/2024,PRD0030,1,11046,122
ODR000186,30/01/2024,PRD0044,1,11046,122
ODR000186,30/01/2024,PRD0041,1,11046,122
ODR000187,30/01/2024,PRD0001,1,11165,293
ODR000188,30/01/2024,PRD0004,1,11166,273
ODR000188,30/01/2024,PRD0017,1,11166,273
ODR000189,11/01/2024,PRD0030,1,11034,273
ODR000189,11/01/2024,PRD0031,1,11034,273
ODR000189,11/01/2024,PRD0019,1,11034,273
ODR000190,11/01/2024,PRD0030,1,11034,273
ODR000190,11/01/2024,PRD0019,1,11034,273
ODR000190,11/01/2024,PRD0031,1,11034,273
ODR000190,11/01/2024,PRD0041,1,11034,273
ODR000191,14/01/2024,PRD0004,1,11122,160
ODR000191,14/01/2024,PRD0016,1,11122,160
ODR000191,14/01/2024,PRD0016,1,11122,160
ODR000191,14/01/2024,PRD0016,1,11122,160
ODR000191,14/01/2024,PRD0011,1,11122,160
ODR000191,14/01/2024,PRD0010,1,11122,160
ODR000191,14/01/2024,PRD0010,1,11122,160
ODR000191,14/01/2024,PRD0010,1,11122,160
ODR000191,14/01/2024,PRD0010,1,11122,160
ODR000191,14/01/2024,PRD0010,1,11122,160
ODR000191,14/01/2024,PRD0010,1,11122,160
ODR000191,14/01/2024,PRD0017,1,11122,160
ODR000191,14/01/2024,PRD0008,1,11122,160
ODR000058,14/01/2024,PRD0004,1,11053,160
ODR000058,14/01/2024,PRD0016,1,11053,160
ODR000058,14/01/2024,PRD0016,1,11053,160
ODR000058,14/01/2024,PRD0016,1,11053,160
ODR000058,14/01/2024,PRD0011,1,11053,160
ODR000058,14/01/2024,PRD0010,1,11053,160
ODR000192,31/01/2024,PRD0021,1,11078,122
ODR000193,31/01/2024,PRD0045,1,11167,234
ODR000193,31/01/2024,PRD0060,1,11167,234
ODR000193,31/01/2024,PRD0016,2,11167,234
ODR000193,31/01/2024,PRD0046,2,11167,234
ODR000193,31/01/2024,PRD0047,2,11167,234
ODR000193,31/01/2024,PRD0017,1,11167,234
ODR000193,31/01/2024,PRD0008,1,11167,234
